FORWARD_TEXT_FORMAT_1.0
STDEP =     0.0000
ENDEP =  2749.9797
RLEV  =     0.1250
CURVENAME =  AC, CAL, CLL8, GR, RILD, RILM, RLL8, RT, SP
END
#DEPTH            AC        CAL       CLL8         GR       RILD       RILM       RLL8         RT         SP
 534.5000     288.223     23.174  -9999.000    112.620     16.115     14.750     16.284  -9999.000     58.771
 534.6250     288.399     23.162  -9999.000    106.427     16.182     14.875     16.265  -9999.000     58.819
 534.7500     286.668     23.109  -9999.000    102.914     16.266     15.070     16.789  -9999.000     58.791
 534.8750     283.685     23.044  -9999.000    102.545     16.324     15.287     17.448  -9999.000     58.682
 535.0000     281.391     22.992  -9999.000    103.716     16.354     15.455     17.835  -9999.000     58.468
 535.1250     280.848     22.950  -9999.000    104.363     16.374     15.533     17.510  -9999.000     58.159
 535.2500     282.214     22.936  -9999.000    102.329     16.397     15.517     16.837  -9999.000     57.758
 535.3750     284.966     22.944  -9999.000     96.382     16.428     15.434     16.288  -9999.000     57.279
 535.5000     287.671     22.951  -9999.000     93.594     16.456     15.338     16.044  -9999.000     56.739
 535.6250     289.273     22.947  -9999.000     97.738     16.470     15.281     16.027  -9999.000     56.177
 535.7500     289.292     22.912  -9999.000    102.159     16.468     15.279     16.222  -9999.000     55.619
 535.8750     287.926     22.818  -9999.000    100.573     16.466     15.323     16.607  -9999.000     55.087
 536.0000     286.162     22.733  -9999.000    100.049     16.490     15.391     17.087  -9999.000     54.605
 536.1250     284.453     22.684  -9999.000    101.559     16.557     15.464     17.424  -9999.000     54.180
 536.2500     283.033     22.678  -9999.000     98.354     16.676     15.548     17.542  -9999.000     53.819
 536.3750     282.362     22.701  -9999.000     96.875     16.849     15.658     17.673  -9999.000     53.527
 536.5000     282.588     22.747  -9999.000     97.815     17.065     15.823     17.971  -9999.000     53.317
 536.6250     283.348     22.760  -9999.000     97.861     17.347     16.035     18.503  -9999.000     53.171
 536.7500     283.808     22.791  -9999.000     95.134     17.740     16.290     18.815  -9999.000     53.078
 536.8750     283.129     22.784  -9999.000     93.424     18.331     16.623     18.583  -9999.000     53.026
 537.0000     281.429     22.765  -9999.000     93.393     19.132     17.167     18.247  -9999.000     53.005
 537.1250     278.592     22.717  -9999.000     91.360     20.162     18.022     19.526  -9999.000     53.002
 537.2500     273.876     22.685  -9999.000     84.981     21.431     19.320     23.832  -9999.000     53.014
 537.3750     265.631     22.671  -9999.000     77.401     22.920     21.263     32.389  -9999.000     53.047
 537.5000     254.251     22.667  -9999.000     72.564     24.407     24.190     50.079  -9999.000     53.116
 537.6250     241.566     22.663  -9999.000     68.343     25.630     27.707     90.240  -9999.000     53.230
 537.7500     231.177     22.675  -9999.000     64.399     26.373     30.860    130.175  -9999.000     53.399
 537.8750     228.699     22.713  -9999.000     65.939     26.490     32.407    122.112  -9999.000     53.628
 538.0000     234.762     22.742  -9999.000     75.522     26.159     31.388     70.866  -9999.000     53.927
 538.1250     247.073     22.721  -9999.000     84.612     25.475     28.916     32.938  -9999.000     54.273
 538.2500     261.359     22.681  -9999.000     91.575     24.510     26.094     19.697  -9999.000     54.651
 538.3750     273.691     22.688  -9999.000     96.875     23.283     23.545     16.986  -9999.000     55.046
 538.5000     283.459     22.699  -9999.000    106.427     21.898     21.366     16.357  -9999.000     55.438
 538.6250     290.892     22.755  -9999.000    113.514     20.471     19.444     15.768  -9999.000     55.815
 538.7500     295.570     22.827  -9999.000    112.004     19.175     17.873     15.645  -9999.000     56.171
 538.8750     296.124     22.923  -9999.000    105.626     18.236     16.762     16.303  -9999.000     56.502
 539.0000     293.730     23.006  -9999.000     98.847     17.665     16.177     17.464  -9999.000     56.809
 539.1250     290.306     23.077  -9999.000     94.965     17.441     15.937     18.444  -9999.000     57.100
 539.2500     287.659     23.068  -9999.000     94.780     17.517     15.963     18.870  -9999.000     57.385
 539.3750     286.087     22.965  -9999.000     96.505     17.837     16.233     19.058  -9999.000     57.674
 539.5000     283.800     22.946  -9999.000     95.704     18.230     16.811     19.856  -9999.000     57.982
 539.6250     279.579     22.961  -9999.000     93.054     18.592     17.608     22.343  -9999.000     58.313
 539.7500     273.978     23.047  -9999.000     90.497     18.892     18.426     25.731  -9999.000     58.671
 539.8750     269.792     23.175  -9999.000     90.220     19.162     18.977     27.135  -9999.000     59.057
 540.0000     269.000     23.138  -9999.000     93.486     19.445     19.043     24.918  -9999.000     59.471
 540.1250     271.352     23.002  -9999.000     95.088     19.734     18.873     20.662  -9999.000     59.905
 540.2500     274.851     22.943  -9999.000     92.531     19.954     18.764     18.056  -9999.000     60.354
 540.3750     276.905     23.019  -9999.000     90.096     19.899     18.870     17.955  -9999.000     60.814
 540.5000     277.160     23.106  -9999.000     88.741     19.489     19.073     19.644  -9999.000     61.281
 540.6250     276.987     23.145  -9999.000     91.699     18.777     19.019     21.267  -9999.000     61.757
 540.7500     278.321     23.118  -9999.000     96.136     17.933     18.465     20.815  -9999.000     62.242
 540.8750     282.696     23.086  -9999.000    105.010     17.136     17.426     18.104  -9999.000     62.742
 541.0000     289.089     23.110  -9999.000    112.682     16.457     16.173     15.317  -9999.000     63.263
 541.1250     296.314     23.128  -9999.000    117.273     15.928     15.051     14.168  -9999.000     63.802
 541.2500     303.403     23.049  -9999.000    121.125     15.567     14.161     13.731  -9999.000     64.356
 541.3750     308.934     22.939  -9999.000    126.270     15.360     13.525     13.107  -9999.000     64.914
 541.5000     311.001     22.887  -9999.000    131.986     15.206     13.260     12.783  -9999.000     65.464
 541.6250     307.695     22.889  -9999.000    133.696     15.040     13.360     14.585  -9999.000     65.987
 541.7500     299.182     22.950  -9999.000    133.373     14.836     13.709     18.245  -9999.000     66.466
 541.8750     289.366     23.024  -9999.000    131.016     14.622     14.054     21.523  -9999.000     66.886
 542.0000     283.736     23.011  -9999.000    124.468     14.463     14.115     21.401  -9999.000     67.223
 542.1250     284.189     22.977  -9999.000    122.819     14.434     13.927     18.403  -9999.000     67.484
 542.2500     288.951     22.952  -9999.000    125.654     14.601     13.641     15.923  -9999.000     67.675
 542.3750     294.113     22.923  -9999.000    129.290     15.002     13.424     14.740  -9999.000     67.806
 542.5000     296.939     22.922  -9999.000    126.209     15.534     13.432     14.237  -9999.000     67.884
 542.6250     296.691     22.914  -9999.000    123.990     16.124     13.729     14.590  -9999.000     67.928
 542.7500     292.804     22.899  -9999.000    124.175     16.715     14.409     16.322  -9999.000     67.947
 542.8750     283.467     22.863  -9999.000    116.965     17.208     15.533     21.347  -9999.000     67.946
 543.0000     269.864     22.854  -9999.000    105.595     17.555     17.039     38.508  -9999.000     67.923
 543.1250     255.632     22.847  -9999.000     98.046     17.829     18.452     64.529  -9999.000     67.882
 543.2500     246.798     22.835  -9999.000     96.505     18.223     19.291     73.376  -9999.000     67.821
 543.3750     249.956     22.824  -9999.000    103.654     18.980     19.332     48.887  -9999.000     67.743
 543.5000     261.443     22.788  -9999.000    118.167     20.049     18.895     24.131  -9999.000     67.648
 543.6250     274.188     22.777  -9999.000    127.010     21.289     18.797     17.368  -9999.000     67.543
 543.7500     281.302     22.806  -9999.000    122.727     22.522     19.436     19.599  -9999.000     67.433
 543.8750     279.257     22.863  -9999.000    112.651     23.546     20.743     26.035  -9999.000     67.322
 544.0000     272.177     22.861  -9999.000    108.738     24.361     22.442     33.101  -9999.000     67.211
 544.1250     263.172     22.853  -9999.000    110.618     25.130     24.317     42.431  -9999.000     67.099
 544.2500     254.005     22.837  -9999.000    111.942     26.121     26.435     57.977  -9999.000     66.980
 544.3750     246.155     22.848  -9999.000    111.542     27.644     28.840     74.952  -9999.000     66.846
 544.5000     240.769     22.754  -9999.000    107.567     29.698     31.445     72.583  -9999.000     66.675
 544.6250     238.155     22.675  -9999.000    106.181     32.225     34.093     62.144  -9999.000     66.452
 544.7500     237.298     22.663  -9999.000    111.080     35.065     36.837     54.627  -9999.000     66.161
 544.8750     236.745     22.695  -9999.000    111.665     37.888     39.836     52.847  -9999.000     65.787
 545.0000     236.008     22.730  -9999.000    103.253     40.309     43.188     54.361  -9999.000     65.304
 545.1250     235.260     22.748  -9999.000    105.564     42.094     46.631     59.133  -9999.000     64.732
 545.2500     234.246     22.746  -9999.000    118.690     43.159     49.854     65.851  -9999.000     64.081
 545.3750     232.171     22.714  -9999.000    132.988     43.363     52.575     74.273  -9999.000     63.371
 545.5000     229.396     22.642  -9999.000    138.411     42.799     54.220     82.902  -9999.000     62.618
 545.6250     227.323     22.560  -9999.000    138.041     41.545     54.293     82.461  -9999.000     61.847
 545.7500     227.782     22.486  -9999.000    134.436     39.854     52.267     69.082  -9999.000     61.073
 545.8750     232.415     22.437  -9999.000    126.948     38.064     48.231     49.307  -9999.000     60.303
 546.0000     239.554     22.414  -9999.000    118.290     36.345     43.164     33.535  -9999.000     59.397
 546.1250     246.786     22.439  -9999.000    105.225     34.633     38.563     26.737  -9999.000     58.216
 546.2500     251.972     22.552  -9999.000     95.026     32.822     35.000     25.035  -9999.000     57.509
 546.3750     254.390     22.722  -9999.000     93.547     30.870     32.381     25.338  -9999.000     56.832
 546.5000     255.770     22.836  -9999.000     93.501     28.882     30.407     25.190  -9999.000     56.204
 546.6250     257.070     22.876  -9999.000     91.514     26.973     28.667     24.261  -9999.000     55.629
 546.7500     258.443     22.936  -9999.000     88.694     25.217     26.985     23.694  -9999.000     55.118
 546.8750     260.451     23.001  -9999.000     88.001     23.664     25.215     23.275  -9999.000     54.679
 547.0000     264.622     23.045  -9999.000     90.343     22.319     23.280     22.024  -9999.000     54.337
 547.1250     272.095     23.041  -9999.000     94.472     21.259     21.325     19.584  -9999.000     54.083
 547.2500     281.873     22.987  -9999.000     99.987     20.537     19.593     16.992  -9999.000     53.921
 547.3750     289.814     22.957  -9999.000    105.379     20.155     18.324     15.437  -9999.000     53.851
 547.5000     292.495     22.940  -9999.000    109.477     19.973     17.737     15.719  -9999.000     53.881
 547.6250     289.535     22.915  -9999.000    106.612     19.947     17.669     18.176  -9999.000     53.988
 547.7500     283.179     22.905  -9999.000    100.280     20.082     17.984     21.434  -9999.000     54.159
 547.8750     276.589     22.890  -9999.000     92.993     20.439     18.584     24.534  -9999.000     54.380
 548.0000     271.283     22.873  -9999.000     85.598     21.022     19.500     27.399  -9999.000     54.641
 548.1250     266.909     22.867  -9999.000     78.233     21.817     20.704     29.921  -9999.000     54.922
 548.2500     262.560     22.851  -9999.000     76.046     22.709     22.173     30.646  -9999.000     55.214
 548.3750     257.555     22.869  -9999.000     77.771     23.478     23.800     31.120  -9999.000     55.509
 548.5000     252.687     23.022  -9999.000     75.522     23.975     25.216     32.755  -9999.000     55.796
 548.6250     249.779     23.222  -9999.000     73.642     24.134     25.931     33.132  -9999.000     56.065
 548.7500     250.677     23.236  -9999.000     77.124     23.935     25.645     29.042  -9999.000     56.307
 548.8750     256.195     23.070  -9999.000     82.578     23.358     24.475     22.876  -9999.000     56.507
 549.0000     263.502     22.971  -9999.000     83.410     22.553     22.879     18.728  -9999.000     56.639
 549.1250     270.195     23.015  -9999.000     84.673     21.618     21.357     17.628  -9999.000     56.695
 549.2500     275.077     23.151  -9999.000     89.172     20.629     20.021     17.231  -9999.000     56.657
 549.3750     278.480     23.270  -9999.000     97.861     19.671     18.851     16.637  -9999.000     56.511
 549.5000     281.798     23.357  -9999.000    103.531     18.851     17.883     16.041  -9999.000     56.229
 549.6250     285.301     23.493  -9999.000    105.071     18.280     17.134     16.163  -9999.000     55.840
 549.7500     288.346     23.645  -9999.000    104.671     18.039     16.633     16.888  -9999.000     55.369
 549.8750     289.926     23.635  -9999.000    105.626     18.237     16.403     17.594  -9999.000     54.860
 550.0000     289.932     23.531  -9999.000    105.595     18.799     16.596     17.811  -9999.000     54.371
 550.1250     287.538     23.495  -9999.000    103.716     19.641     17.349     18.373  -9999.000     53.955
 550.2500     280.743     23.504  -9999.000     99.987     20.621     18.865     22.885  -9999.000     53.645
 550.3750     267.085     23.469  -9999.000     93.794     21.515     21.193     53.633  -9999.000     53.456
 550.5000     250.474     23.370  -9999.000     82.794     22.173     23.910    121.308  -9999.000     53.404
 550.6250     237.485     23.284  -9999.000     70.931     22.561     25.952    190.417  -9999.000     53.452
 550.7500     234.477     23.171  -9999.000     64.799     22.750     26.553    141.877  -9999.000     53.576
 550.8750     244.917     23.075  -9999.000     67.541     22.797     25.646     63.859  -9999.000     53.753
 551.0000     261.933     23.037  -9999.000     78.726     22.691     23.869     22.187  -9999.000     53.966
 551.1250     278.967     23.070  -9999.000     94.811     22.323     22.173     16.570  -9999.000     54.191
 551.2500     291.248     23.141  -9999.000    111.819     21.618     20.838     15.590  -9999.000     54.417
 551.3750     296.445     23.185  -9999.000    120.231     20.603     19.789     16.006  -9999.000     54.635
 551.5000     297.364     23.272  -9999.000    113.807     19.522     18.867     16.771  -9999.000     54.835
 551.6250     296.518     23.356  -9999.000    102.236     18.553     18.001     17.369  -9999.000     55.008
 551.7500     295.948     23.410  -9999.000     92.654     17.803     17.246     17.545  -9999.000     55.143
 551.8750     296.621     23.363  -9999.000     87.385     17.343     16.679     17.305  -9999.000     55.227
 552.0000     297.612     23.231  -9999.000     83.133     17.094     16.384     17.077  -9999.000     55.239
 552.1250     297.789     23.124  -9999.000     76.539     17.003     16.302     17.413  -9999.000     55.182
 552.2500     296.606     23.048  -9999.000     69.483     17.016     16.355     18.097  -9999.000     55.062
 552.3750     294.441     22.956  -9999.000     68.527     17.087     16.452     18.449  -9999.000     54.894
 552.5000     292.456     22.942  -9999.000     73.257     17.171     16.537     18.362  -9999.000     54.700
 552.6250     291.174     23.014  -9999.000     83.256     17.270     16.603     18.176  -9999.000     54.514
 552.7500     290.464     23.143  -9999.000     93.624     17.392     16.649     18.099  -9999.000     54.361
 552.8750     289.689     23.168  -9999.000     97.491     17.526     16.688     17.944  -9999.000     54.263
 553.0000     288.386     23.083  -9999.000     92.376     17.643     16.772     17.790  -9999.000     54.247
 553.1250     286.604     22.991  -9999.000     88.402     17.738     16.920     18.089  -9999.000     54.311
 553.2500     284.763     22.912  -9999.000     87.292     17.821     17.101     18.504  -9999.000     54.461
 553.3750     283.634     22.903  -9999.000     86.399     17.904     17.257     18.592  -9999.000     54.697
 553.5000     283.634     22.995  -9999.000     86.799     17.991     17.341     18.384  -9999.000     55.031
 553.6250     284.779     23.088  -9999.000     87.755     18.091     17.379     18.293  -9999.000     55.439
 553.7500     286.584     23.136  -9999.000     87.600     18.210     17.403     18.324  -9999.000     55.906
 553.8750     288.159     23.112  -9999.000     88.371     18.321     17.440     18.232  -9999.000     56.411
 554.0000     288.857     23.023  -9999.000     88.278     18.378     17.516     18.001  -9999.000     56.921
 554.1250     288.446     22.931  -9999.000     83.133     18.341     17.623     18.186  -9999.000     57.395
 554.2500     287.137     22.900  -9999.000     76.970     18.179     17.714     18.991  -9999.000     57.796
 554.3750     286.130     22.860  -9999.000     74.012     17.887     17.692     19.846  -9999.000     58.092
 554.5000     287.208     22.772  -9999.000     82.624     17.557     17.405     19.924  -9999.000     58.236
 554.6250     291.348     22.756  -9999.000     97.306     17.293     16.868     18.439  -9999.000     58.241
 554.7500     297.896     22.835  -9999.000    112.081     17.163     16.209     16.487  -9999.000     58.109
 554.8750     304.426     22.960  -9999.000    118.506     17.193     15.641     15.134  -9999.000     57.851
 555.0000     308.499     23.008  -9999.000    117.612     17.305     15.430     14.974  -9999.000     57.469
 555.1250     309.014     22.997  -9999.000    114.377     17.455     15.584     16.419  -9999.000     56.999
 555.2500     305.940     23.000  -9999.000    111.788     17.631     16.026     18.779  -9999.000     56.457
 555.3750     300.110     22.995  -9999.000    114.746     17.898     16.630     21.493  -9999.000     55.860
 555.5000     294.124     22.983  -9999.000    111.172     18.348     17.309     24.172  -9999.000     55.219
 555.6250     289.745     22.968  -9999.000     99.648     19.100     18.028     25.963  -9999.000     54.562
 555.7500     287.256     22.976  -9999.000     95.150     20.273     18.854     26.007  -9999.000     53.907
 555.8750     284.652     22.969  -9999.000     96.259     22.047     19.962     24.801  -9999.000     53.272
 556.0000     279.307     22.971  -9999.000     90.805     24.268     21.856     24.228  -9999.000     52.682
 556.1250     270.243     22.946  -9999.000     80.144     26.695     24.889     35.532  -9999.000     52.142
 556.2500     258.310     22.872  -9999.000     71.978     29.060     29.190    174.514  -9999.000     51.663
 556.3750     246.178     22.787  -9999.000     65.631     31.265     34.372    558.765  -9999.000     51.250
 556.5000     237.256     22.813  -9999.000     58.097     33.571     39.528   1107.214  -9999.000     50.920
 556.6250     233.747     22.944  -9999.000     57.003     36.293     44.082    816.053  -9999.000     50.665
 556.7500     235.733     22.993  -9999.000     61.687     39.607     48.383    344.116  -9999.000     50.489
 556.8750     240.760     22.966  -9999.000     66.679     43.445     53.197    100.177  -9999.000     50.394
 557.0000     244.561     22.875  -9999.000     70.376     47.330     58.773     64.771  -9999.000     50.397
 557.1250     245.097     22.833  -9999.000     72.410     50.827     63.959     69.137  -9999.000     50.486
 557.2500     242.107     22.825  -9999.000     70.099     53.521     67.814     74.424  -9999.000     50.656
 557.3750     236.346     22.805  -9999.000     62.057     54.988     70.356     82.530  -9999.000     50.901
 557.5000     229.894     22.773  -9999.000     51.010     55.396     72.341     96.764  -9999.000     51.215
 557.6250     224.176     22.739  -9999.000     46.342     54.708     74.236    118.002  -9999.000     51.573
 557.7500     220.345     22.716  -9999.000     50.733     52.742     75.312    129.946  -9999.000     51.959
 557.8750     220.016     22.720  -9999.000     56.510     49.284     74.018    127.253  -9999.000     52.360
 558.0000     223.875     22.800  -9999.000     60.208     45.026     68.201    108.483  -9999.000     52.769
 558.1250     232.645     22.976  -9999.000     66.124     40.535     58.866     72.288  -9999.000     53.183
 558.2500     245.791     23.269  -9999.000     76.847     36.197     48.213     41.546  -9999.000     53.608
 558.3750     260.937     23.613  -9999.000     91.822     32.315     38.643     24.924  -9999.000     54.051
 558.5000     274.500     23.700  -9999.000    105.349     28.979     31.712     18.752  -9999.000     54.532
 558.6250     284.772     23.537  -9999.000    113.144     26.211     26.731     16.985  -9999.000     55.052
 558.7500     291.538     23.345  -9999.000    122.419     23.910     23.172     16.416  -9999.000     55.613
 558.8750     295.068     23.233  -9999.000    128.058     22.019     20.732     16.712  -9999.000     56.213
 559.0000     296.785     23.108  -9999.000    121.864     20.458     19.278     17.715  -9999.000     56.847
 559.1250     297.637     22.997  -9999.000    110.155     19.226     18.329     18.683  -9999.000     57.500
 559.2500     298.583     22.978  -9999.000    106.211     18.300     17.621     19.103  -9999.000     58.163
 559.3750     300.426     23.022  -9999.000    111.788     17.677     16.992     18.786  -9999.000     58.826
 559.5000     303.021     23.050  -9999.000    117.165     17.259     16.395     17.771  -9999.000     59.475
 559.6250     305.880     22.953  -9999.000    116.718     16.980     15.867     16.710  -9999.000     60.097
 559.7500     308.449     22.860  -9999.000    117.196     16.778     15.466     16.119  -9999.000     60.676
 559.8750     310.307     22.776  -9999.000    122.018     16.628     15.201     16.095  -9999.000     61.193
 560.0000     311.600     22.676  -9999.000    128.396     16.529     15.048     16.246  -9999.000     61.610
 560.1250     312.360     22.607  -9999.000    128.612     16.508     14.964     16.281  -9999.000     61.923
 560.2500     312.268     22.561  -9999.000    123.097     16.594     14.985     16.404  -9999.000     62.120
 560.3750     310.449     22.543  -9999.000    117.335     16.814     15.181     17.028  -9999.000     62.195
 560.5000     307.069     22.543  -9999.000    112.436     17.144     15.627     18.379  -9999.000     62.125
 560.6250     303.016     22.537  -9999.000    110.679     17.585     16.229     19.921  -9999.000     61.929
 560.7500     299.530     22.543  -9999.000    109.062     18.138     16.888     20.781  -9999.000     61.610
 560.8750     297.285     22.591  -9999.000    106.889     18.803     17.565     20.874  -9999.000     61.169
 561.0000     295.247     22.626  -9999.000    102.799     19.538     18.358     21.223  -9999.000     60.592
 561.1250     292.296     22.650  -9999.000     98.631     20.337     19.335     23.038  -9999.000     59.911
 561.2500     287.880     22.708  -9999.000     92.477     21.195     20.465     25.128  -9999.000     59.143
 561.3750     282.144     22.846  -9999.000     84.149     22.091     21.666     25.621  -9999.000     58.315
 561.5000     276.226     22.993  -9999.000     75.091     23.006     22.930     25.294  -9999.000     57.457
 561.6250     271.085     23.057  -9999.000     68.404     23.940     24.332     25.967  -9999.000     56.613
 561.7500     267.365     23.049  -9999.000     67.541     24.855     25.884     28.057  -9999.000     55.816
 561.8750     265.332     23.034  -9999.000     67.665     25.604     27.453     30.521  -9999.000     55.095
 562.0000     264.322     23.046  -9999.000     64.984     26.081     28.723     32.030  -9999.000     54.491
 562.1250     263.933     23.054  -9999.000     63.906     26.218     29.511     31.616  -9999.000     54.005
 562.2500     263.876     23.012  -9999.000     65.046     25.997     29.707     30.279  -9999.000     53.641
 562.3750     264.376     22.935  -9999.000     69.390     25.421     29.251     28.437  -9999.000     53.400
 562.5000     266.338     22.898  -9999.000     72.163     24.681     28.042     26.172  -9999.000     53.290
 562.6250     270.780     22.878  -9999.000     73.950     23.924     26.337     22.819  -9999.000     53.283
 562.7500     277.531     22.850  -9999.000     80.544     23.245     24.423     19.216  -9999.000     53.364
 562.8750     284.266     22.838  -9999.000     90.959     22.663     22.655     16.779  -9999.000     53.522
 563.0000     288.227     22.786  -9999.000     99.771     22.108     21.461     16.158  -9999.000     53.752
 563.1250     288.630     22.737  -9999.000    100.634     21.554     20.850     17.767  -9999.000     54.032
 563.2500     286.633     22.745  -9999.000     91.606     21.032     20.628     20.266  -9999.000     54.350
 563.3750     284.612     22.814  -9999.000     86.522     20.662     20.500     21.728  -9999.000     54.698
 563.5000     284.184     22.922  -9999.000     91.853     20.524     20.293     21.076  -9999.000     55.075
 563.6250     285.210     22.949  -9999.000     98.539     20.637     20.127     19.845  -9999.000     55.475
 563.7500     286.460     22.905  -9999.000     99.956     20.930     20.178     19.534  -9999.000     55.899
 563.8750     286.340     22.843  -9999.000     95.273     21.236     20.509     20.265  -9999.000     56.347
 564.0000     284.787     22.838  -9999.000     88.648     21.393     21.001     21.567  -9999.000     56.818
 564.1250     282.571     22.846  -9999.000     87.169     21.348     21.386     22.618  -9999.000     57.299
 564.2500     280.821     22.890  -9999.000     89.018     21.142     21.495     22.744  -9999.000     57.778
 564.3750     281.041     22.957  -9999.000     90.220     20.872     21.259     22.004  -9999.000     58.240
 564.5000     283.618     23.010  -9999.000     92.484     20.641     20.682     20.488  -9999.000     58.667
 564.6250     288.093     23.013  -9999.000     97.245     20.479     19.976     18.579  -9999.000     59.056
 564.7500     292.938     22.956  -9999.000    101.358     20.368     19.351     17.163  -9999.000     59.410
 564.8750     295.826     22.841  -9999.000    106.858     20.237     18.996     16.780  -9999.000     59.735
 565.0000     296.187     22.733  -9999.000    106.427     20.017     19.001     17.675  -9999.000     60.035
 565.1250     294.807     22.712  -9999.000    101.805     19.694     19.128     19.232  -9999.000     60.311
 565.2500     293.156     22.771  -9999.000     99.217     19.317     19.137     20.177  -9999.000     60.551
 565.3750     292.645     22.857  -9999.000    101.312     18.972     18.899     19.768  -9999.000     60.739
 565.5000     293.321     22.879  -9999.000    109.108     18.714     18.450     18.601  -9999.000     60.846
 565.6250     294.634     22.843  -9999.000    115.609     18.562     17.982     17.787  -9999.000     60.882
 565.7500     295.847     22.829  -9999.000    114.346     18.515     17.585     17.397  -9999.000     60.859
 565.8750     296.295     22.830  -9999.000    108.276     18.573     17.284     17.056  -9999.000     60.799
 566.0000     295.933     22.816  -9999.000    106.751     18.704     17.140     16.548  -9999.000     60.728
 566.1250     294.674     22.782  -9999.000    111.758     18.901     17.218     16.849  -9999.000     60.666
 566.2500     292.196     22.790  -9999.000    112.882     19.145     17.589     18.306  -9999.000     60.620
 566.3750     287.792     22.767  -9999.000    107.105     19.417     18.245     20.685  -9999.000     60.587
 566.5000     281.946     22.744  -9999.000     98.739     19.716     19.083     23.369  -9999.000     60.557
 566.6250     275.821     22.794  -9999.000     93.917     20.081     19.890     25.311  -9999.000     60.521
 566.7500     271.159     22.903  -9999.000     93.486     20.552     20.553     25.487  -9999.000     60.473
 566.8750     269.958     22.960  -9999.000     93.301     21.178     21.062     24.371  -9999.000     60.412
 567.0000     271.508     22.902  -9999.000     94.841     21.941     21.503     23.197  -9999.000     60.346
 567.1250     273.914     22.830  -9999.000    101.096     22.811     22.007     23.172  -9999.000     60.293
 567.2500     274.772     22.793  -9999.000    111.419     23.725     22.640     24.234  -9999.000     60.271
 567.3750     272.221     22.785  -9999.000    117.581     24.611     23.447     25.789  -9999.000     60.300
 567.5000     267.578     22.779  -9999.000    110.417     25.477     24.529     27.727  -9999.000     60.418
 567.6250     262.497     22.755  -9999.000    102.853     26.402     25.898     31.153  -9999.000     60.632
 567.7500     258.104     22.714  -9999.000    101.759     27.486     27.543     36.074  -9999.000     60.956
 567.8750     254.689     22.722  -9999.000    101.312     28.851     29.452     40.802  -9999.000     61.397
 568.0000     251.532     22.781  -9999.000    100.110     30.503     31.836     43.718  -9999.000     61.968
 568.1250     247.756     22.862  -9999.000    103.284     32.452     34.880     48.488  -9999.000     62.629
 568.2500     242.658     22.874  -9999.000    104.979     34.635     38.577     60.638  -9999.000     63.344
 568.3750     236.817     22.827  -9999.000    106.119     36.911     42.530     80.140  -9999.000     64.069
 568.5000     232.516     22.735  -9999.000    109.385     39.127     46.021     95.576  -9999.000     64.739
 568.6250     231.105     22.632  -9999.000    116.657     41.207     48.972     91.885  -9999.000     65.314
 568.7500     231.917     22.596  -9999.000    125.130     43.050     51.751     81.626  -9999.000     65.759
 568.8750     232.636     22.626  -9999.000    134.220     44.344     54.615     76.523  -9999.000     66.056
 569.0000     231.923     22.661  -9999.000    138.595     44.893     56.993     76.983  -9999.000     66.163
 569.1250     230.372     22.734  -9999.000    135.792     44.575     58.057     74.427  -9999.000     66.097
 569.2500     229.411     22.802  -9999.000    131.509     43.455     57.305     67.086  -9999.000     65.844
 569.3750     230.662     22.747  -9999.000    127.873     41.631     54.753     56.512  -9999.000     65.393
 569.5000     234.113     22.595  -9999.000    121.602     39.395     50.706     46.178  -9999.000     64.700
 569.6250     239.213     22.550  -9999.000    115.609     36.857     46.040     38.451  -9999.000     63.808
 569.7500     245.163     22.560  -9999.000    110.494     34.148     41.206     32.631  -9999.000     62.751
 569.8750     251.572     22.559  -9999.000    107.721     31.455     36.472     27.689  -9999.000     61.581
 570.0000     258.574     22.545  -9999.000    104.486     28.939     32.193     23.572  -9999.000     60.375
 570.1250     266.352     22.559  -9999.000    101.066     26.664     28.554     20.893  -9999.000     59.225
 570.2500     274.482     22.606  -9999.000     99.032     24.639     25.593     19.304  -9999.000     58.196
 570.3750     281.658     22.692  -9999.000     98.601     22.923     23.187     17.963  -9999.000     57.332
 570.5000     287.007     22.693  -9999.000     96.906     21.515     21.301     16.543  -9999.000     56.682
 570.6250     290.417     22.677  -9999.000     93.116     20.427     19.848     15.654  -9999.000     56.201
 570.7500     292.443     22.689  -9999.000     90.389     19.621     18.817     15.770  -9999.000     55.861
 570.8750     293.820     22.758  -9999.000     89.172     19.051     18.138     16.589  -9999.000     55.625
 571.0000     295.064     22.793  -9999.000     91.051     18.616     17.735     17.465  -9999.000     55.473
 571.1250     296.093     22.770  -9999.000     94.441     18.293     17.478     17.793  -9999.000     55.371
 571.2500     296.682     22.740  -9999.000     96.721     18.076     17.334     17.865  -9999.000     55.315
 571.3750     296.676     22.701  -9999.000     96.012     17.959     17.283     17.851  -9999.000     55.304
 571.5000     296.375     22.683  -9999.000     90.035     17.889     17.279     17.747  -9999.000     55.349
 571.6250     296.045     22.641  -9999.000     82.393     17.855     17.247     17.526  -9999.000     55.443
 571.7500     295.839     22.593  -9999.000     78.172     17.862     17.160     17.006  -9999.000     55.588
 571.8750     295.822     22.588  -9999.000     80.729     17.919     17.060     16.301  -9999.000     55.783
 572.0000     295.987     22.670  -9999.000     89.888     17.997     17.063     16.004  -9999.000     56.034
