FORWARD_TEXT_FORMAT_1.0
STDEP =   208.0410
ENDEP =  2542.0400
RLEV  =     0.1250
CURVENAME =  AC, CAL, GR, R4_0, RILD, RILM, RLL8, RT
END
#DEPTH            AC        CAL         GR       R4_0       RILD       RILM       RLL8         RT
 311.1660     256.678     23.661     74.526     31.802     32.448     24.608     24.371  -9999.000
 311.2910     262.418     23.846     74.086     33.183     31.293     22.976     23.278  -9999.000
 311.4160     269.660     23.855     76.644     34.156     30.050     21.500     20.548  -9999.000
 311.5410     275.204     23.801     82.286     34.963     28.720     20.525     18.176  -9999.000
 311.6660     278.872     23.768     87.155     35.855     27.465     19.832     17.095  -9999.000
 311.7910     281.681     23.738     90.124     36.955     26.321     19.251     16.752  -9999.000
 311.9160     284.245     23.742     93.295     38.102     25.183     18.670     16.663  -9999.000
 312.0410     286.938     23.739     94.566     39.104     24.164     18.109     16.693  -9999.000
 312.1660     290.004     23.783     92.724     39.832     23.552     17.641     16.428  -9999.000
 312.2910     292.699     23.759     90.201     40.281     23.364     17.400     15.822  -9999.000
 312.4160     293.418     23.707     90.162     40.708     23.530     17.544     15.390  -9999.000
 312.5410     290.747     23.639     91.840     41.387     24.073     18.125     15.783  -9999.000
 312.6660     285.579     23.503     92.472     42.546     24.947     19.021     16.549  -9999.000
 312.7910     278.218     23.277     87.536     44.303     25.931     20.274     17.558  -9999.000
 312.9160     269.247     23.181     80.163     46.318     26.772     21.728     19.472  -9999.000
 313.0410     261.609     23.276     73.844     48.213     27.646     23.004     22.674  -9999.000
 313.1660     258.238     23.443     72.960     49.664     28.764     23.903     24.882  -9999.000
 313.2910     259.012     23.544     77.036     50.463     30.072     24.545     24.809  -9999.000
 313.4160     261.570     23.676     80.956     50.823     31.324     24.982     23.915  -9999.000
 313.5410     264.923     23.718     81.029     50.873     32.276     25.130     23.841  -9999.000
 313.6660     270.256     23.611     81.295     50.628     32.821     24.916     23.438  -9999.000
 313.7910     277.187     23.493     83.577     49.930     32.805     24.426     22.308  -9999.000
 313.9160     282.352     23.349     85.076     48.823     32.339     23.876     21.451  -9999.000
 314.0410     281.840     23.186     85.003     47.453     31.570     23.438     21.070  -9999.000
 314.1660     278.589     23.105     86.759     46.066     30.616     22.842     21.313  -9999.000
 314.2910     276.572     23.184     92.256     44.892     29.615     22.157     20.548  -9999.000
 314.4160     276.642     23.244     97.840     43.891     28.612     21.619     19.022  -9999.000
 314.5410     276.443     23.294    100.359     42.916     27.682     21.429     18.371  -9999.000
 314.6660     276.289     23.313    102.114     41.847     26.759     21.125     20.094  -9999.000
 314.7910     280.091     23.261    103.434     40.716     25.888     20.271     22.328  -9999.000
 314.9160     290.377     23.281    105.731     39.718     25.302     19.107     22.070  -9999.000
 315.0410     303.380     23.199    112.989     39.005     25.415     18.553     18.374  -9999.000
 315.1660     310.060     23.086    119.617     38.596     26.123     19.060     15.226  -9999.000
 315.2910     305.435     23.023    123.344     38.363     27.026     20.588     14.395  -9999.000
 315.4160     291.076     22.950    121.298     38.115     27.692     22.509     16.850  -9999.000
 315.5410     274.816     23.072    116.062     37.836     27.897     23.799     23.283  -9999.000
 315.6660     264.794     23.304    109.675     37.627     27.980     24.164     29.367  -9999.000
 315.7910     263.307     23.375    106.944     37.613     28.358     24.033     30.433  -9999.000
 315.9160     268.169     23.403    110.063     37.710     29.174     23.919     27.271  -9999.000
 316.0410     274.706     23.418    111.847     37.769     30.287     23.953     24.015  -9999.000
 316.1660     279.086     23.353    115.662     37.680     31.373     23.974     22.035  -9999.000
 316.2910     280.914     23.184    119.070     37.436     32.082     23.922     20.674  -9999.000
 316.4160     281.355     23.058    120.622     37.159     32.324     23.755     20.299  -9999.000
 316.5410     280.787     22.942    118.611     36.911     32.291     23.685     19.846  -9999.000
 316.6660     278.019     22.823    117.315     36.686     32.085     23.927     19.560  -9999.000
 316.7910     272.105     22.817    114.917     36.390     31.690     24.519     20.192  -9999.000
 316.9160     264.413     22.839    115.865     35.937     31.339     24.971     22.966  -9999.000
 317.0410     258.749     22.871    117.914     35.296     31.432     24.942     25.871  -9999.000
 317.1660     256.801     22.892    113.582     34.490     31.804     24.794     27.019  -9999.000
 317.2910     257.732     22.967    107.988     33.565     32.414     24.890     26.466  -9999.000
 317.4160     259.829     23.013    107.898     32.584     33.349     25.323     25.524  -9999.000
 317.5410     261.429     22.994    115.932     31.556     34.514     25.914     25.194  -9999.000
 317.6660     261.593     22.988    118.098     30.485     35.408     26.361     25.458  -9999.000
 317.7910     260.428     23.003    115.274     29.433     35.867     26.566     26.025  -9999.000
 317.9160     259.051     22.985    109.656     28.526     36.058     26.557     26.365  -9999.000
 318.0410     258.581     23.013    104.448     27.882     36.152     26.597     26.242  -9999.000
 318.1660     258.444     23.035     97.094     27.553     36.192     26.755     26.201  -9999.000
 318.2910     257.878     23.004     88.102     27.586     36.271     27.005     26.538  -9999.000
 318.4160     256.880     23.022     82.485     27.952     36.450     27.278     27.032  -9999.000
 318.5410     256.088     23.013     85.980     28.715     36.657     27.555     27.337  -9999.000
 318.6660     255.891     23.001     91.488     29.916     36.895     27.849     27.610  -9999.000
 318.7910     256.416     23.034     98.039     31.619     37.241     28.097     27.949  -9999.000
 318.9160     257.640     23.027    102.172     33.765     37.721     28.294     28.261  -9999.000
 319.0410     259.050     22.965    104.430     36.447     38.455     28.720     27.874  -9999.000
 319.1660     259.548     22.801    108.758     39.808     39.400     29.613     27.333  -9999.000
 319.2910     258.487     22.600    113.578     44.065     40.553     30.870     27.613  -9999.000
 319.4160     256.112     22.560    115.633     49.010     41.758     32.184     29.940  -9999.000
 319.5410     253.493     22.578    116.976     54.446     42.786     33.119     33.753  -9999.000
 319.6660     251.357     22.634    114.355     60.162     43.723     33.753     36.894  -9999.000
 319.7910     249.163     22.650    104.787     65.996     44.752     34.421     38.098  -9999.000
 319.9160     246.132     22.614     96.176     71.839     45.837     35.389     39.247  -9999.000
 320.0410     243.162     22.573     93.852     77.684     46.723     36.054     42.457  -9999.000
 320.1660     242.760     22.594     98.372     83.595     47.855     35.799     46.629  -9999.000
 320.2910     245.744     22.628    104.634     89.786     49.916     35.037     47.095  -9999.000
 320.4160     249.371     22.627    111.127     96.436     53.394     35.524     39.961  -9999.000
 320.5410     246.840     22.520    113.238    103.685     58.773     39.861     35.773  -9999.000
 320.6660     235.642     22.443    104.529    111.536     66.007     48.148     47.576  -9999.000
 320.7910     218.556     22.375     86.219    119.835     74.310     58.779    100.359  -9999.000
 320.9160     202.204     22.385     65.038    128.063     80.600     69.044    199.282  -9999.000
 321.0410     193.358     22.409     52.555    135.609     82.915     74.698    310.994  -9999.000
 321.1660     190.759     22.429     47.886    141.658     81.374     75.019    324.444  -9999.000
 321.2910     192.365     22.478     50.192    144.663     75.603     68.433    266.438  -9999.000
 321.4160     199.201     22.610     55.216    144.031     65.034     56.024    179.674  -9999.000
 321.5410     216.177     22.743     61.777    139.267     53.585     41.175    111.313  -9999.000
 321.6660     240.483     22.951     72.187    130.467     44.465     29.724     58.272  -9999.000
 321.7910     264.999     23.160     87.238    118.011     37.605     22.825     28.061  -9999.000
 321.9160     282.647     23.409     98.420    103.838     32.223     19.320     16.283  -9999.000
 322.0410     290.303     23.538    100.349     89.277     28.110     17.641     14.579  -9999.000
 322.1660     292.666     23.641    100.112     75.487     24.950     16.504     14.473  -9999.000
 322.2910     292.249     23.747    100.978     63.698     22.517     15.675     14.462  -9999.000
 322.4160     289.781     23.902    102.559     54.113     20.689     15.162     14.703  -9999.000
 322.5410     286.176     24.062    100.905     46.733     19.645     14.956     15.524  -9999.000
 322.6660     283.848     24.178     96.031     41.235     19.212     14.882     16.255  -9999.000
 322.7910     284.010     24.228     94.726     37.271     19.167     14.903     16.402  -9999.000
 322.9160     286.051     24.206     96.409     34.114     19.381     15.090     16.096  -9999.000
 323.0410     287.959     24.147     97.574     31.531     19.862     15.456     15.942  -9999.000
 323.1660     287.840     24.065     94.726     29.501     20.437     15.887     16.109  -9999.000
 323.2910     285.007     23.905     90.761     28.256     20.907     16.262     16.519  -9999.000
 323.4160     280.718     23.690     88.113     27.771     21.220     16.543     16.956  -9999.000
 323.5410     278.620     23.463     93.242     28.000     21.491     16.676     17.172  -9999.000
 323.6660     280.162     23.326     95.229     28.779     21.792     16.725     16.930  -9999.000
 323.7910     283.553     23.283     92.661     29.863     22.012     16.781     16.515  -9999.000
 323.9160     285.806     23.330     89.020     30.902     22.098     16.881     16.378  -9999.000
 324.0410     285.485     23.455     84.955     31.693     22.017     16.894     16.826  -9999.000
 324.1660     284.885     23.544     83.132     32.171     21.725     16.656     17.152  -9999.000
 324.2910     286.149     23.595     84.152     32.461     21.204     16.208     16.866  -9999.000
 324.4160     289.981     23.555     85.618     32.927     20.589     15.639     16.050  -9999.000
 324.5410     295.690     23.483     90.462     33.885     19.973     15.056     15.051  -9999.000
 324.6660     301.989     23.356     95.732     35.516     19.380     14.499     14.199  -9999.000
 324.7910     308.432     23.190     99.726     37.865     18.891     14.018     13.504  -9999.000
 324.9160     313.456     23.158    105.016     40.593     18.637     13.691     12.929  -9999.000
 325.0410     312.872     23.197    111.097     43.513     18.657     13.768     12.389  -9999.000
 325.1660     306.474     23.191    110.042     46.598     18.828     14.232     12.548  -9999.000
 325.2910     297.278     23.181    102.679     50.032     19.208     15.000     13.537  -9999.000
 325.4160     288.300     23.141     95.751     53.848     19.860     16.038     14.944  -9999.000
 325.5410     279.530     22.965     93.159     57.859     20.694     17.437     16.355  -9999.000
 325.6660     271.143     22.966     88.092     61.608     21.671     18.896     19.042  -9999.000
 325.7910     266.064     23.129     83.374     64.273     22.912     19.974     22.580  -9999.000
 325.9160     266.155     23.402     81.885     65.545     24.417     20.570     24.564  -9999.000
 326.0410     268.604     23.547     82.102     65.425     26.033     21.170     21.942  -9999.000
 326.1660     268.208     23.548     82.833     64.275     27.485     22.185     19.898  -9999.000
 326.2910     263.635     23.295     87.029     62.599     28.382     23.507     19.787  -9999.000
 326.4160     256.833     23.069     87.202     60.832     28.039     24.192     22.502  -9999.000
 326.5410     253.490     23.140     81.614     58.915     26.257     22.823     25.899  -9999.000
 326.6660     258.687     23.304     80.503     56.573     24.247     20.088     26.070  -9999.000
 326.7910     273.031     23.392     88.674     53.514     22.656     17.405     21.522  -9999.000
 326.9160     291.018     23.338    100.181     50.098     21.560     15.706     16.363  -9999.000
 327.0410     303.151     23.220    111.882     46.919     20.917     15.080     13.964  -9999.000
 327.1660     306.320     23.056    121.319     44.598     20.591     14.982     13.496  -9999.000
 327.2910     301.602     22.892    123.097     43.655     20.436     15.277     13.734  -9999.000
 327.4160     291.318     22.746    119.712     43.702     20.326     15.961     14.566  -9999.000
 327.5410     278.040     22.727    113.931     44.309     20.406     16.990     16.811  -9999.000
 327.6660     265.549     22.764    113.718     45.040     20.816     18.064     20.176  -9999.000
 327.7910     256.042     22.802    114.142     45.470     21.627     18.972     23.306  -9999.000
 327.9160     250.326     22.799    107.392     45.367     22.885     19.822     24.639  -9999.000
 328.0410     248.746     22.789     97.555     44.583     24.640     20.758     24.830  -9999.000
 328.1660     249.635     22.781     96.912     43.098     26.660     21.812     24.775  -9999.000
 328.2910     251.183     22.745    101.693     40.966     28.501     22.842     24.794  -9999.000
 328.4160     251.373     22.743    101.398     38.543     29.797     23.670     24.659  -9999.000
 328.5410     249.283     22.718     97.317     36.053     30.144     24.088     24.528  -9999.000
 328.6660     247.995     22.699     95.519     33.642     29.571     23.884     24.764  -9999.000
 328.7910     251.714     22.746     93.474     31.377     28.344     22.824     24.868  -9999.000
 328.9160     262.489     22.917     91.806     29.228     27.073     21.081     23.745  -9999.000
 329.0410     276.960     23.054     94.562     27.183     26.105     19.518     20.173  -9999.000
 329.1660     287.487     23.118     99.619     25.258     25.324     18.606     17.174  -9999.000
 329.2910     290.803     23.175    101.514     23.547     24.643     18.208     15.880  -9999.000
 329.4160     288.199     23.294     99.677     22.122     23.992     17.940     15.989  -9999.000
 329.5410     282.790     23.315     98.676     21.032     23.052     17.642     15.811  -9999.000
 329.6660     277.440     23.369     98.236     20.233     21.689     17.192     16.132  -9999.000
 329.7910     274.223     23.549     97.260     19.619     20.151     16.388     17.181  -9999.000
 329.9160     276.220     23.717     96.738     19.032     18.744     15.153     18.027  -9999.000
 330.0410     287.348     23.817     99.624     18.402     17.629     13.714     16.757  -9999.000
 330.1660     304.669     23.872    102.414     17.707     16.892     12.515     14.233  -9999.000
 330.2910     322.201     23.856    107.873     17.012     16.546     11.842     11.742  -9999.000
 330.4160     332.339     23.834    114.279     16.449     16.455     11.743     10.290  -9999.000
 330.5410     328.660     23.814    114.825     16.152     16.390     12.127     10.418  -9999.000
 330.6660     316.696     23.758    110.884     16.249     16.302     12.663     11.698  -9999.000
 330.7910     303.695     23.651    103.230     16.952     16.276     13.195     13.445  -9999.000
 330.9160     294.754     23.456     96.583     18.239     16.462     13.684     14.798  -9999.000
 331.0410     290.654     23.272     95.244     20.095     17.129     14.293     15.443  -9999.000
 331.1660     287.787     23.145    101.428     22.447     18.386     15.215     15.355  -9999.000
 331.2910     283.751     23.064    109.527     25.177     20.229     16.627     15.326  -9999.000
 331.4160     277.268     22.864    115.594     27.963     22.425     18.485     16.079  -9999.000
 331.5410     268.566     22.817    120.115     30.530     24.569     20.498     18.539  -9999.000
 331.6660     260.097     23.018    128.214     32.619     26.428     22.245     21.960  -9999.000
 331.7910     253.685     23.433    138.342     33.890     27.955     23.399     25.589  -9999.000
 331.9160     250.223     23.815    141.082     34.351     29.322     23.936     27.629  -9999.000
 332.0410     250.179     24.072    131.721     34.040     30.763     24.154     26.889  -9999.000
 332.1660     252.007     24.220    118.309     33.101     32.318     24.482     24.752  -9999.000
 332.2910     254.046     24.261    105.216     31.713     33.720     25.090     22.945  -9999.000
 332.4160     255.052     24.221     92.791     30.187     34.616     25.806     22.052  -9999.000
 332.5410     254.616     24.098     84.050     28.680     34.502     26.252     21.822  -9999.000
 332.6660     253.182     23.982     79.390     27.259     33.444     26.143     22.080  -9999.000
 332.7910     251.525     23.999     77.760     25.902     31.730     25.205     22.860  -9999.000
 332.9160     251.890     24.098     76.528     24.526     29.857     23.481     23.091  -9999.000
 333.0410     257.780     24.190     80.145     23.101     28.413     21.409     21.244  -9999.000
 333.1660     267.160     24.216     85.357     21.658     27.437     19.834     18.315  -9999.000
 333.2910     275.060     24.228     89.335     20.291     26.779     19.026     15.921  -9999.000
 333.4160     277.243     24.244     88.111     19.066     26.174     18.797     15.129  -9999.000
 333.5410     273.479     24.246     83.591     18.021     25.339     18.644     15.906  -9999.000
 333.6660     269.190     24.244     81.778     17.171     24.290     18.270     16.988  -9999.000
 333.7910     267.811     24.257     82.359     16.565     23.234     17.701     17.339  -9999.000
 333.9160     270.140     24.189     84.921     16.191     22.363     17.103     16.662  -9999.000
 334.0410     274.920     24.101     87.218     16.062     21.807     16.660     15.689  -9999.000
 334.1660     279.939     23.950     92.561     16.183     21.519     16.386     14.948  -9999.000
 334.2910     284.573     23.800     97.873     16.609     21.413     16.259     14.450  -9999.000
 334.4160     288.441     23.761     96.118     17.314     21.383     16.263     14.085  -9999.000
 334.5410     289.823     23.795     89.490     18.280     21.349     16.370     14.126  -9999.000
 334.6660     288.067     23.912     86.497     19.454     21.334     16.478     14.671  -9999.000
 334.7910     284.380     24.026     87.682     20.820     21.394     16.582     15.243  -9999.000
 334.9160     281.094     24.127     92.192     22.386     21.575     16.739     15.428  -9999.000
 335.0410     279.616     24.139     90.495     24.244     21.940     17.074     15.392  -9999.000
 335.1660     278.806     24.147     84.243     26.483     22.434     17.548     15.543  -9999.000
 335.2910     277.644     24.178     77.891     29.206     22.963     18.062     15.947  -9999.000
 335.4160     275.715     24.140     74.864     32.275     23.368     18.550     16.439  -9999.000
 335.5410     273.312     24.058     72.234     35.569     23.508     18.826     16.819  -9999.000
 335.6660     271.952     23.986     70.426     38.966     23.527     18.817     17.110  -9999.000
 335.7910     273.287     23.858     72.592     42.347     23.580     18.570     17.064  -9999.000
 335.9160     277.650     23.813     76.799     45.629     23.792     18.285     16.433  -9999.000
 336.0410     282.996     23.705     80.013     48.797     24.281     18.330     15.634  -9999.000
 336.1660     286.181     23.625     79.612     51.891     24.984     18.756     15.142  -9999.000
 336.2910     285.305     23.489     79.559     54.919     25.806     19.672     15.267  -9999.000
 336.4160     279.031     23.181     80.318     57.749     26.543     21.072     16.279  -9999.000
 336.5410     266.692     22.915     79.230     60.096     26.759     22.484     18.982  -9999.000
 336.6660     253.841     22.849     75.763     61.590     26.547     23.053     23.275  -9999.000
 336.7910     247.730     22.946     70.730     61.631     26.187     22.337     26.671  -9999.000
 336.9160     252.706     23.129     71.810     60.211     25.950     20.873     25.298  -9999.000
 337.0410     266.007     23.265     80.222     57.394     25.818     19.687     20.155  -9999.000
 337.1660     278.116     23.329     88.577     53.484     25.541     19.018     16.571  -9999.000
 337.2910     285.236     23.363     96.192     48.932     24.984     18.526     15.489  -9999.000
 337.4160     288.214     23.311    101.553     44.391     24.078     17.838     15.537  -9999.000
 337.5410     289.138     23.294    104.285     40.233     22.813     17.002     15.117  -9999.000
 337.6660     289.458     23.259    102.732     36.664     21.457     16.278     14.375  -9999.000
 337.7910     289.813     23.275     97.728     33.813     20.270     15.696     14.000  -9999.000
 337.9160     290.972     23.361     95.906     31.461     19.381     15.181     13.875  -9999.000
 338.0410     293.113     23.492    100.359     29.469     18.747     14.727     13.628  -9999.000
 338.1660     295.016     23.586    102.636     27.733     18.233     14.371     13.395  -9999.000
 338.2910     295.975     23.635    104.189     26.270     17.846     14.085     13.507  -9999.000
 338.4160     296.527     23.590    108.381     25.078     17.620     13.830     13.368  -9999.000
 338.5410     297.471     23.383    115.720     24.163     17.450     13.640     12.821  -9999.000
 338.6660     297.563     23.097    119.694     23.482     17.179     13.604     12.185  -9999.000
 338.7910     295.514     22.952    119.302     23.011     16.805     13.569     12.467  -9999.000
 338.9160     293.014     23.040    116.561     22.697     16.394     13.338     13.413  -9999.000
 339.0410     295.672     23.123    115.405     22.497     16.009     12.799     13.995  -9999.000
 339.1660     304.665     23.169    116.106     22.315     15.750     12.296     13.435  -9999.000
 339.2910     316.049     23.179    115.211     22.028     15.773     12.059     12.252  -9999.000
 339.4160     323.185     23.169    111.590     21.668     16.159     12.215     11.337  -9999.000
 339.5410     319.489     23.126    109.927     21.358     16.779     12.905     10.902  -9999.000
 339.6660     307.831     23.077    108.108     21.230     17.378     13.906     11.694  -9999.000
 339.7910     293.808     23.092    101.634     21.399     17.926     14.975     13.544  -9999.000
 339.9160     282.430     23.135     94.765     21.802     18.442     15.929     16.134  -9999.000
 340.0410     275.254     23.031     93.982     22.357     18.893     16.640     17.489  -9999.000
 340.1660     270.230     22.957     97.231     22.922     19.339     17.072     18.346  -9999.000
 340.2910     267.796     22.926     99.450     23.272     19.860     17.158     18.574  -9999.000
 340.4160     269.840     22.941     99.871     23.294     20.392     16.863     18.438  -9999.000
 340.5410     277.629     22.975     99.677     22.960     20.728     16.352     16.878  -9999.000
 340.6660     287.566     23.081     99.649     22.312     20.957     15.840     15.353  -9999.000
 340.7910     295.744     23.143    102.956     21.381     21.197     15.619     13.726  -9999.000
 340.9160     298.595     23.191    107.800     20.268     21.387     15.818     12.960  -9999.000
 341.0410     293.333     23.210    106.107     19.037     21.443     16.479     13.318  -9999.000
 341.1660     283.336     23.209    100.392     17.782     21.442     17.276     15.093  -9999.000
 341.2910     272.922     23.157     94.678     16.652     21.548     18.001     17.189  -9999.000
 341.4160     265.646     23.181     93.334     15.739     21.860     18.615     18.971  -9999.000
 341.5410     262.794     23.197     97.318     15.072     22.586     19.234     19.384  -9999.000
 341.6660     262.146     23.194     96.321     14.613     23.705     19.973     19.424  -9999.000
 341.7910     262.213     23.244     92.845     14.291     25.085     20.785     19.385  -9999.000
 341.9160     261.822     23.259     92.173     14.024     26.435     21.587     19.373  -9999.000
 342.0410     259.980     23.272     93.460     13.832     27.396     22.327     19.558  -9999.000
 342.1660     257.370     23.303     95.123     13.778     27.929     22.853     20.048  -9999.000
 342.2910     255.342     23.363     95.234     13.942     28.062     23.077     20.801  -9999.000
 342.4160     254.894     23.428     95.732     14.292     27.953     22.983     21.404  -9999.000
 342.5410     256.274     23.445     93.923     14.839     27.855     22.715     21.259  -9999.000
 342.6660     258.558     23.449     90.501     15.648     27.866     22.553     20.719  -9999.000
 342.7910     260.884     23.478     91.314     16.861     28.025     22.603     20.190  -9999.000
 342.9160     262.217     23.447     98.053     18.435     28.378     22.879     19.809  -9999.000
 343.0410     261.442     23.256    104.285     20.329     28.990     23.448     19.605  -9999.000
 343.1660     258.793     22.974    108.090     22.529     29.787     24.288     19.826  -9999.000
 343.2910     254.590     22.806    112.505     25.150     30.801     25.309     20.919  -9999.000
 343.4160     249.259     22.718    115.884     28.181     31.969     26.426     22.993  -9999.000
 343.5410     243.564     22.472    113.524     31.597     32.949     27.667     25.811  -9999.000
 343.6660     238.771     22.224    112.093     35.353     33.518     28.771     29.232  -9999.000
 343.7910     235.991     22.173    112.693     39.540     33.848     29.297     32.451  -9999.000
 343.9160     235.934     22.319    113.176     44.211     34.172     29.019     33.939  -9999.000
 344.0410     239.414     22.524    113.646     49.464     34.664     28.116     32.634  -9999.000
 344.1660     246.115     22.739    117.229     55.342     35.622     27.249     30.416  -9999.000
 344.2910     255.079     23.151    122.203     61.946     37.691     26.902     27.515  -9999.000
 344.4160     262.000     23.657    119.847     69.111     41.028     28.090     24.003  -9999.000
 344.5410     257.484     23.762    110.559     76.630     44.468     33.059     23.597  -9999.000
 344.6660     240.659     23.356     98.012     84.057     46.355     41.093     33.788  -9999.000
 344.7910     218.427     22.984     83.014     90.458     45.992     48.283     62.990  -9999.000
 344.9160     201.171     22.907     68.848     95.067     43.158     48.903    111.865  -9999.000
 345.0410     198.474     22.954     58.851     97.143     38.418     41.396    138.811  -9999.000
 345.1660     210.068     23.056     56.628     96.125     33.851     32.074    118.535  -9999.000
 345.2910     233.698     23.232     65.777     91.278     30.458     24.373     66.617  -9999.000
 345.4160     262.782     23.389     82.698     83.602     28.039     19.284     28.097  -9999.000
 345.5410     285.948     23.506     95.810     74.057     25.919     16.663     15.587  -9999.000
 345.6660     298.249     23.606    103.710     63.852     23.726     15.296     12.884  -9999.000
 345.7910     301.683     23.645    106.519     54.306     21.491     14.496     12.628  -9999.000
 345.9160     300.635     23.551    106.136     46.065     19.436     13.953     12.948  -9999.000
 346.0410     297.962     23.513    104.348     39.320     17.914     13.555     13.088  -9999.000
 346.1660     295.347     23.534    105.586     33.961     17.005     13.236     12.969  -9999.000
 346.2910     294.095     23.539    107.940     29.820     16.590     13.019     12.759  -9999.000
 346.4160     295.136     23.503    109.869     26.325     16.543     12.960     12.795  -9999.000
 346.5410     298.161     23.463    110.928     23.226     16.816     13.097     13.121  -9999.000
 346.6660     301.088     23.417    111.300     20.452     17.307     13.368     13.463  -9999.000
 346.7910     302.596     23.414    111.527     18.184     17.924     13.735     13.824  -9999.000
 346.9160     302.414     23.453    108.553     16.471     18.594     14.163     14.348  -9999.000
 347.0410     301.130     23.515    102.641     15.312     19.285     14.608     14.868  -9999.000
 347.1660     299.601     23.509    100.412     14.617     19.981     15.051     15.002  -9999.000
 347.2910     297.522     23.404    102.390     14.348     20.653     15.584     14.845  -9999.000
 347.4160     293.934     23.274    102.790     14.379     21.301     16.256     14.900  -9999.000
 347.5410     288.304     23.255     98.579     14.642     22.011     16.949     15.586  -9999.000
 347.6660     282.426     23.229     94.484     15.042     22.703     17.515     16.377  -9999.000
 347.7910     278.112     23.238     90.911     15.522     23.203     17.878     16.783  -9999.000
 347.9160     276.197     23.273     89.911     16.099     23.493     18.021     16.734  -9999.000
 348.0410     276.459     23.288     91.404     16.843     23.648     17.993     16.322  -9999.000
 348.1660     277.460     23.238     89.369     17.776     23.548     17.841     15.819  -9999.000
 348.2910     278.749     23.142     88.074     18.824     22.981     17.442     15.514  -9999.000
 348.4160     281.233     23.159     90.143     19.841     22.020     16.699     15.373  -9999.000
 348.5410     286.968     23.105     94.069     20.791     20.935     15.649     14.781  -9999.000
 348.6660     294.602     23.018     95.858     21.706     19.943     14.711     13.418  -9999.000
 348.7910     300.855     22.952     96.675     22.571     19.091     14.038     12.001  -9999.000
 348.9160     303.484     22.955    100.007     23.300     18.387     13.597     11.378  -9999.000
 349.0410     304.090     23.017    104.943     23.812     17.855     13.313     11.326  -9999.000
 349.1660     306.022     23.041    108.410     24.103     17.461     13.113     11.254  -9999.000
 349.2910     307.966     22.992    112.282     24.215     17.220     13.160     10.900  -9999.000
 349.4160     305.313     22.910    111.358     24.218     17.095     13.528     10.998  -9999.000
 349.5410     295.633     22.859    106.552     24.117     16.968     14.039     12.202  -9999.000
 349.6660     286.746     22.935    102.278     23.941     16.800     14.153     14.141  -9999.000
 349.7910     285.696     23.091    100.630     23.783     16.703     13.752     15.011  -9999.000
 349.9160     292.558     23.098    101.669     23.704     16.706     13.196     13.885  -9999.000
 350.0410     300.785     23.079    104.198     23.674     16.779     12.961     12.183  -9999.000
 350.1660     306.049     23.126    103.535     23.632     16.923     12.968     11.665  -9999.000
 350.2910     309.558     23.220    103.164     23.588     17.113     13.013     11.887  -9999.000
 350.4160     312.460     23.173    107.279     23.644     17.255     13.077     11.853  -9999.000
 350.5410     312.140     23.117    115.233     23.865     17.395     13.454     11.518  -9999.000
 350.6660     306.376     22.983    129.646     24.218     17.764     14.236     11.842  -9999.000
 350.7910     295.656     22.826    142.477     24.598     18.357     15.395     12.997  -9999.000
 350.9160     283.467     22.762    147.020     24.963     18.924     16.599     15.279  -9999.000
 351.0410     275.300     22.811    138.409     25.409     19.563     17.365     18.375  -9999.000
 351.1660     272.651     22.844    127.980     26.064     20.610     17.853     20.222  -9999.000
 351.2910     273.232     22.799    119.756     27.000     22.189     18.628     19.623  -9999.000
 351.4160     272.516     22.685    117.141     28.016     24.163     20.108     18.669  -9999.000
 351.5410     266.207     22.580    115.008     28.866     26.328     22.154     19.723  -9999.000
 351.6660     256.190     22.478    108.911     29.317     28.396     24.114     22.311  -9999.000
 351.7910     246.461     22.463    101.480     29.152     29.930     25.741     25.150  -9999.000
 351.9160     240.851     22.413     97.917     28.514     30.893     26.861     27.756  -9999.000
 352.0410     241.578     22.429     97.985     27.587     31.774     27.332     29.534  -9999.000
 352.1660     245.727     22.377    102.385     26.600     32.813     27.348     29.648  -9999.000
 352.2910     250.495     22.324    106.146     25.766     33.723     27.186     27.964  -9999.000
 352.4160     254.278     22.362    106.233     25.068     34.367     26.973     25.960  -9999.000
 352.5410     257.048     22.476    106.001     24.331     34.741     26.559     24.593  -9999.000
 352.6660     260.070     22.575    103.593     23.330     34.633     25.756     23.714  -9999.000
 352.7910     264.804     22.683     98.096     21.898     34.118     24.521     22.669  -9999.000
 352.9160     272.373     22.736     93.701     20.258     33.681     23.120     21.312  -9999.000
 353.0410     281.394     22.766     95.457     18.686     33.639     22.461     19.283  -9999.000
 353.1660     287.302     22.979     99.097     17.405     33.558     22.717     17.604  -9999.000
 353.2910     287.884     23.324     97.820     16.534     33.153     23.442     17.412  -9999.000
 353.4160     284.911     23.668     92.753     15.952     32.357     23.948     18.815  -9999.000
 353.5410     282.504     23.965     92.222     15.586     31.052     23.661     20.344  -9999.000
 353.6660     282.853     24.235     93.566     15.384     29.354     22.663     20.601  -9999.000
 353.7910     286.800     24.408     93.822     15.293     27.660     21.097     19.926  -9999.000
 353.9160     295.431     24.421     92.889     15.240     26.370     19.367     18.466  -9999.000
 354.0410     308.447     24.253     97.319     15.236     25.489     18.095     16.181  -9999.000
 354.1660     320.030     23.987    104.841     15.359     24.712     17.450     14.058  -9999.000
 354.2910     325.123     23.710    108.419     15.700     23.870     17.425     12.832  -9999.000
